"sample","n_dino_asvs_rarefied"
"SRR5916450",64
"SRR5916455",281
"SRR5916460",293
"SRR5916467",372
"SRR5916472",363
"SRR5916475",386
"SRR5916480",364
"SRR5916487",289
"SRR5916494",403
"SRR5916502",634
"SRR5916505",640
"SRR5916514",542
"SRR5916517",554
"SRR5916526",952
"SRR5916530",905
"SRR5916533",430
"SRR5916536",305
"SRR5916551",299
"SRR5916552",434
"SRR5916556",355
"SRR5916558",577
"SRR5916564",471
"SRR5916570",696
"SRR5916574",678
"SRR5916580",216
"SRR5916588",149
"SRR5916592",304
"SRR5916596",544
"SRR5916602",522
"SRR5916605",206
"SRR5916612",517
"SRR5916620",628
"SRR5916623",603
"SRR5916631",386
"SRR5916635",410
"SRR5916642",420
"SRR5916646",197
"SRR5916647",343
"SRR5916649",271
"SRR5916655",255
"SRR5916663",326
"SRR5916665",418
"SRR5916669",364
"SRR5916678",356
"SRR5916684",411
"SRR5916694",379
"SRR5916699",403
"SRR5916704",577
"SRR5916709",599
"SRR5916710",613
"SRR5916714",734
"SRR5916715",203
"SRR5916717",349
"SRR5916719",407
"SRR5916724",313
"SRR5916726",685
"SRR5916729",534
"SRR5916734",559
"SRR5916735",271
"SRR5916742",423
"SRR5916744",268
"SRR5916746",558
"SRR5916750",412
"SRR5916754",645
"SRR5916757",544
"SRR5916766",317
"SRR5916770",418
"SRR5916777",478
"SRR5916786",463
"SRR5916789",394
"SRR5916793",374
"SRR5916797",600
"SRR5916805",258
"SRR5916817",385
"SRR5916822",393
"SRR5916825",380
"SRR5916829",379
"SRR5916835",547
"SRR5916839",551
"SRR5916841",531
"SRR5916847",510
"SRR5916849",643
"SRR5916854",484
"SRR5916855",540
"SRR5916857",528
"SRR5916863",596
"SRR5916867",597
"SRR5916869",510
"SRR5916875",403
"SRR5916878",388
"SRR5916881",405
"SRR5916890",663
"SRR5916894",762
"SRR5916902",635
"SRR5916904",725
"SRR5916907",671
"SRR5916913",287
"SRR5916920",476
"SRR5916922",692
"SRR5916931",474
"SRR5916935",311
"SRR5916938",278
"SRR5916945",626
"SRR5916946",279
"SRR5916950",606
"SRR5916954",752
"SRR5916957",266
"SRR5916961",507
"SRR5916962",568
"SRR5916969",638
"SRR5916971",611
"SRR5916975",436
"SRR5916983",751
"SRR5916987",635
"SRR5916989",651
"SRR5916990",306
"SRR5916995",253
"SRR5917000",212
"SRR5917003",311
"SRR5917008",583
"SRR5917013",448
"SRR5917018",406
"SRR5917024",202
"SRR5917029",376
"SRR5917033",382
"SRR5917044",511
"SRR5917049",428
"SRR5917055",654
"SRR5917062",434
"SRR5917068",461
"SRR5917074",678
"SRR5917076",682
"SRR5917080",726
"SRR5917083",576
"SRR5917085",571
"SRR5917093",673
"SRR5917094",523
"SRR5917100",548
"SRR5917110",669
"SRR5917111",675
"SRR5917115",772
"SRR5917125",728
"SRR5917129",762
"SRR5917138",412
"SRR5917141",427
"SRR5917144",565
"SRR5917148",443
"SRR5917152",480
"SRR5917154",341
"SRR5917161",389
"SRR5917165",296
"SRR5917171",292
"SRR5917178",657
"SRR5917181",677
"SRR5917190",743
"SRR5917197",309
"SRR5917201",633
"SRR5917208",415
"SRR5917212",862
"SRR5917216",734
"SRR5917221",328
"SRR5917227",434
"SRR5917243",471
"SRR5917245",415
"SRR5917248",712
"SRR5917250",646
"SRR5917254",682
"SRR5917259",368
"SRR5917261",247
"SRR5917271",585
"SRR5917275",577
"SRR5917282",235
"SRR5917288",287
"SRR5917291",208
"SRR5917294",823
"SRR5917302",296
"SRR5917307",794
"SRR5917310",711
"SRR5917314",758
"SRR5917317",399
"SRR5917323",646
"SRR5917327",762
"SRR5917329",198
"SRR5917333",618
"SRR5917337",641
"SRR5917347",358
"SRR5917351",688
"SRR5917354",868
"SRR5917360",313
"SRR5917363",202
"SRR5917367",325
"SRR5917376",450
"SRR5917380",366
"SRR5917385",383
"SRR5917396",500
"SRR5917403",442
"SRR5917408",402
"SRR5917413",247
"SRR5917418",342
"SRR5917419",551
"SRR5917430",593
"SRR5917435",288
"SRR5917440",773
"SRR5917445",249
"SRR5917449",414
"SRR5917452",607
"SRR5917456",749
"SRR5917459",609
"SRR5917461",299
"SRR5917465",157
"SRR5917466",121
"SRR5917471",548
"SRR5917473",423
"SRR5917476",589
"SRR5917479",734
"SRR5917482",484
"SRR5917484",596
"SRR5917491",582
"SRR5917493",340
"SRR5917498",911
"SRR5917501",573
"SRR5917508",636
"SRR5917517",617
"SRR5917521",471
"SRR5917522",702
"SRR5917524",596
"SRR5917529",640
"SRR5917530",606
"SRR5917533",533
"SRR5917536",218
"SRR5917541",221
"SRR5917545",380
"SRR5917550",641
"SRR5917554",255
"SRR5917558",254
"SRR5917560",274
"SRR5917561",493
"SRR5917563",594
"SRR5917565",608
"SRR5917567",280
"SRR5917570",258
"SRR5917572",315
"SRR5917577",288
"SRR5917578",578
"SRR5917583",502
"SRR5917584",560
"SRR5917586",686
"SRR5917593",723
"SRR5917595",284
"SRR5917597",743
"SRR5917604",720
"SRR5917611",137
"SRR5917613",282
"SRR5917616",375
"SRR5917618",560
"SRR5917621",296
"SRR5917626",519
"SRR5917630",724
"SRR5917631",673
"SRR5917634",745
"SRR5917637",429
"SRR5917641",264
"SRR5917645",726
"SRR5917649",287
"SRR5917653",480
"SRR5917659",694
"SRR5917666",666
"SRR5917668",746
"SRR5917672",613
"SRR5917673",829
"SRR5917675",493
"SRR5917679",637
"SRR5917684",642
"SRR5917687",320
"SRR5917694",573
"SRR5917695",625
"SRR5917697",645
"SRR5917702",646
"SRR5917707",385
"SRR5917709",589
"SRR5917710",733
"SRR5917712",529
"SRR5917715",592
"SRR5917718",621
"SRR5917723",399
"SRR5917726",245
"SRR5917727",506
"SRR5917732",809
"SRR5917733",273
"SRR5917737",597
"SRR5917740",505
"SRR5917743",632
"SRR5917745",586
"SRR5917748",628
"SRR5917753",888
"SRR5917758",665
"SRR5917759",656
"SRR5917764",416
"SRR5917765",797
"SRR5917767",730
"SRR5917770",646
"SRR5917773",582
"SRR5917777",767
"SRR5917779",424
"SRR5917782",597
"SRR5917784",635
"SRR5917789",177
"SRR5917791",634
"SRR5917794",523
"SRR5917796",739
"SRR5917799",614
"SRR5917802",595
"SRR5917805",703
"SRR5917807",524
"SRR5917810",624
"SRR5917811",430
"SRR5917814",662
"SRR5917817",604
"SRR5917823",764
"SRR5917826",668
"SRR5917829",645
"SRR5917833",612
"SRR5917838",573
"SRR5917840",375
"SRR5917841",565
"SRR5917845",230
"SRR5917849",347
"SRR5917854",548
"SRR5917855",570
"SRR5917860",692
"SRR5917862",590
"SRR5917863",583
"SRR5917865",416
"SRR5917871",185
"SRR5917872",882
"SRR5917876",574
"SRR5917880",651
"SRR5917883",431
"SRR5917886",741
"SRR5918399",797
"SRR5918403",747
"SRR5918405",639
"SRR5918409",720
"SRR5918413",592
"SRR5918416",441
"SRR5918420",679
"SRR5918424",529
"SRR5918428",724
"SRR5918432",559
"SRR5918435",481
"SRR5918437",393
"SRR5918441",742
"SRR5918447",481
"SRR5918451",564
"SRR5918457",735
"SRR5918461",690
"SRR5918464",984
"SRR5918468",930
"SRR5918475",641
"SRR5918479",531
"SRR5918492",842
"SRR5918496",620
"SRR5918499",535
"SRR5918503",767
"SRR5918510",287
"SRR5918513",768
"SRR5918518",326
"SRR5918519",660
"SRR5918521",871
"SRR5918525",739
"SRR5918532",222
"SRR5918536",115
"SRR5918540",627
"SRR5918544",662
"SRR5918546",612
"SRR5918551",244
"SRR5918555",369
"SRR5918562",487
"SRR5918566",770
"SRR5918567",749
"SRR5918571",792
"SRR5918577",653
"SRR5918581",518
"SRR5918585",925
"SRR5918587",821
"SRR5918590",701
"SRR5918591",616
"SRR5918598",687
"SRR5918602",871
"SRR5918606",698
"SRR5918610",751
"SRR5918612",649
"SRR5918614",973
"SRR5918616",583
"SRR5918620",685
"SRR5918624",721
"SRR5918628",887
"SRR5918636",151
"SRR5918640",100
"SRR5918644",261
"SRR5918647",577
"SRR5918652",608
"SRR5918656",441
"SRR5918672",476
"SRR5918676",473
"SRR5918680",518
"SRR5918695",754
"SRR5918699",418
"SRR5918705",781
"SRR5918709",624
"SRR5918715",664
"SRR5918719",338
"SRR5918727",453
"SRR5918728",725
"SRR5918732",742
"SRR5918738",775
"SRR5918742",709
"SRR5918760",262
"SRR5918762",661
"SRR5918766",357
"SRR5918771",574
"SRR5918775",636
"SRR5918779",358
"SRR5918782",737
"SRR5918786",751
"SRR5918788",797
"SRR5918792",236
"SRR5918794",205
"SRR5918801",223
"SRR5918807",719
"SRR5918826",681
"SRR5918828",573
"SRR5918832",598
"SRR5918836",686
"SRR5918840",616
"SRR5918844",648
"SRR5918847",581
"SRR5918848",376
"SRR5918851",602
"SRR5918871",635
"SRR5918875",337
"SRR5918879",676
"SRR5918881",468
"SRR5918885",367
"SRR5924456",359
"SRR5924460",377
"SRR5924464",357
"SRR5924468",593
"SRR5924472",635
"SRR5924474",486
"SRR5924476",632
"SRR5924479",615
"SRR5924482",621
"SRR5924486",551
"SRR5924487",398
"SRR5924492",530
"SRR5924496",671
"SRR5924498",531
"SRR5924503",137
"SRR5924505",198
"SRR5924507",183
"SRR5924509",376
"SRR5924513",632
"SRR5924516",401
"SRR5924522",444
"SRR5924523",437
"SRR5924528",423
"SRR5924531",412
"SRR5924535",540
"SRR5924537",593
"SRR5924543",616
"SRR5924546",426
"SRR5924547",456
"SRR5924550",199
"SRR5924555",576
"SRR5924557",552
"SRR5924560",446
"SRR5924564",380
"SRR5924565",446
"SRR5924572",443
"SRR5924575",298
"SRR5924577",216
"SRR5924582",345
"SRR5924587",353
"SRR5924591",330
"SRR5924593",571
"SRR5924597",558
"SRR5924602",545
"SRR5924603",526
"SRR5924606",514
"SRR5924607",467
"SRR5924612",504
"SRR5924613",686
"SRR5924617",383
"SRR5924622",476
"SRR5924626",394
"SRR5924628",292
"SRR5924629",308
"SRR5924631",565
"SRR5924638",202
"SRR5924645",538
"SRR5924646",547
"SRR5924652",376
"SRR5924654",360
"SRR5924661",370
"SRR5924665",408
"SRR5924668",469
"SRR5924673",271
"SRR5924677",535
"SRR5924680",559
"SRR5924683",428
"SRR5924686",465
"SRR5924690",194
"SRR5924693",123
"SRR5924697",414
"SRR5924701",538
"SRR5924705",615
"SRR5924711",585
"SRR5924715",524
"SRR5924718",538
"SRR5924725",424
"SRR5924726",656
"SRR5924731",475
"SRR5924734",325
"SRR5924737",570
"SRR5924741",562
"SRR5924742",569
"SRR5924747",545
"SRR5924753",171
"SRR5924759",360
"SRR5924765",594
"SRR5924766",503
"SRR5924770",540
"SRR5924775",350
"SRR5924779",438
"SRR5924783",387
"SRR5924785",370
"SRR5924786",468
"SRR5924788",410
"SRR5924792",495
"SRR5924797",417
"SRR5924799",353
"SRR5924801",382
"SRR5924804",409
"SRR5924810",378
"SRR5924815",446
"SRR5924820",505
"SRR5924824",357
"SRR5924831",596
"SRR5924834",509
"SRR5924839",497
"SRR5924840",520
"SRR5924845",576
"SRR5924849",596
"SRR5924852",279
"SRR5924857",424
"SRR5924860",623
"SRR5924864",531
"SRR5924868",435
"SRR5924874",475
"SRR5924878",411
"SRR5924881",596
"SRR5924884",589
"SRR5924888",358
"SRR5924891",68
"SRR5924896",357
"SRR5924900",350
"SRR5924904",427
"SRR5924908",379
"SRR5924909",380
"SRR5924913",453
"SRR5924916",344
"SRR5924920",483
"SRR5924927",156
"SRR5924930",281
"SRR5924932",362
"SRR5924937",431
"SRR5924939",331
"SRR5924942",45
"SRR5924946",139
"SRR5924952",443
"SRR6400809",541
"SRR6400810",415
"SRR6400811",915
"SRR6400812",859
"SRR6400813",388
"SRR6400814",477
"SRR6400815",292
"SRR6400816",82
"SRR6400817",522
"SRR6400818",567
"SRR6400819",85
"SRR6400820",275
"SRR6400824",65
"SRR6400827",103
"SRR6400828",587
"SRR6400829",733
"SRR6400830",448
"SRR6400834",38
"SRR6400835",690
"SRR6400837",690
"SRR6400838",136
"SRR6400839",722
"SRR6400840",187
"SRR6400841",374
"SRR6400842",385
"SRR6400843",460
"SRR6400845",86
"SRR6400846",446
"SRR6400847",217
"SRR6400848",318
"SRR6400849",421
"SRR6400850",182
"SRR6400852",154
"SRR6400853",256
"SRR6400854",438
"SRR6400855",379
"SRR6400856",857
"SRR6400857",658
"SRR6400859",48
"SRR6400860",51
"SRR6400862",636
"SRR6400867",848
"SRR6400868",837
"SRR6400870",716
"SRR6400874",706
"SRR6400875",99
"SRR6400876",178
"SRR6400877",654
"SRR6400878",187
"SRR6400879",774
"SRR6400882",747
"SRR6400883",145
"SRR6400884",111
"SRR6400886",673
"SRR6400887",503
"SRR6400889",628
"SRR6400891",520
"SRR6400892",501
"SRR6400893",373
"SRR6400897",840
"SRR6400898",814
"SRR6400900",840
"SRR6400905",845
"SRR6400906",878
"SRR6400909",501
"SRR6400913",100
"SRR6400914",51
"SRR6400915",666
"SRR6400916",429
"SRR6400918",303
"SRR6400919",636
"SRR6400920",48
"SRR6400921",577
"SRR6400922",427
"SRR6400923",54
"SRR6400924",421
"SRR6400926",102
"SRR6400927",254
"SRR6400928",49
"SRR6400929",636
"SRR6400930",51
"SRR6400931",600
"SRR6400932",514
"SRR6400933",47
"SRR6400934",570
"SRR6400935",70
"SRR6400937",311
"SRR6400939",368
"SRR6400940",365
"SRR6400941",60
"SRR6400942",50
"SRR6400943",323
"SRR6400944",120
"SRR6400946",626
"SRR6400947",136
"SRR6400948",130
"SRR6400949",661
"SRR6400950",395
"SRR6400951",144
"SRR6400952",579
"SRR6400953",509
"SRR6400955",475
"SRR6400956",683
"SRR6400957",773
"SRR6400960",187
"SRR6400961",762
"SRR6400966",739
"SRR6400967",806
"SRR6400971",54
"SRR6400972",110
"SRR6400974",106
"SRR6400976",956
"SRR6400977",1029
"SRR6400981",517
"SRR6400982",211
"SRR6400983",357
"SRR6400984",123
"SRR6400986",456
"SRR6400987",469
"SRR6400991",54
"SRR6400992",54
"SRR6400996",671
"SRR6401001",42
"SRR6401002",110
"SRR6401005",461
"SRR6401007",460
"SRR6401008",415
"SRR6401010",880
"SRR6401011",290
"SRR6401012",692
"SRR6401013",650
"SRR6401014",474
"SRR6401015",424
"SRR6401016",351
"SRR6401017",148
"SRR6401019",251
"SRR6401020",735
"SRR6401021",743
"SRR6401023",48
"SRR6401024",553
"SRR6401025",609
"SRR6401030",65
"SRR6401034",817
"SRR6401035",828
"SRR6401036",832
"SRR6401037",852
"SRR6401038",57
"SRR6401039",78
"SRR6401040",819
"SRR6401041",782
"SRR6401043",81
"SRR6401045",112
"SRR6401046",314
"SRR6401051",715
"SRR6401052",420
"SRR6401053",445
"SRR6401054",144
"SRR6401055",190
"SRR6401056",515
"SRR6401057",611
"SRR6401058",344
"SRR6401059",499
"SRR6401060",68
"SRR6401061",456
"SRR6401062",386
"SRR6401063",112
"SRR6401064",700
"SRR6401065",75
"SRR6401066",98
"SRR6401067",54
"SRR6401068",68
"SRR6401071",651
"SRR6401072",661
"SRR6401074",889
"SRR6401075",792
"SRR6401076",215
"SRR6401077",394
"SRR6401078",94
"SRR6401079",176
"SRR6401080",865
"SRR6401081",768
"SRR6401084",753
"SRR6401085",757
"SRR6401090",786
"SRR6401091",755
"SRR6401094",701
"SRR6401095",655
"SRR6401096",155
"SRR6401097",133
"SRR6401098",192
"SRR6401099",308
"SRR6401100",665
"SRR6401101",688
"SRR6401102",170
"SRR6401103",352
"SRR6401104",487
"SRR6401105",377
"SRR6401106",375
"SRR6401107",113
"SRR6401108",337
"SRR6401110",92
"SRR6401111",359
"SRR6401112",96
"SRR6401113",387
"SRR6401114",195
"SRR6401117",44
"SRR6401118",727
"SRR6401119",620
"SRR6401120",77
"SRR6401124",40
"SRR6401125",176
"SRR6401126",282
"SRR6401127",413
"SRR6401128",602
"SRR6401129",140
"SRR6401130",497
"SRR6401131",392
"SRR6401132",289
"SRR6401133",691
"SRR6401134",479
"SRR6401135",693
"SRR6401138",926
"SRR6401139",61
"SRR6401140",812
"SRR6401143",657
"SRR6401146",361
"SRR6401147",406
"SRR6401148",601
"SRR6401149",498
"SRR6401150",86
"SRR6401151",766
"SRR6401152",297
"SRR6401153",269
"SRR6401154",366
"SRR6401155",52
"SRR6401156",43
"SRR6401157",532
"SRR6401158",481
"SRR6401159",62
"SRR6401160",58
"SRR6401161",93
"SRR6401165",458
"SRR6401166",577
"SRR6401167",332
"SRR6401168",662
"SRR6401169",894
"SRR6401170",807
"SRR6401171",54
"SRR6401172",82
"SRR6401173",779
"SRR6401174",870
"SRR6401175",133
"SRR6401177",515
"SRR6401178",720
"SRR6401179",606
"SRR6401180",693
"SRR6401181",166
"SRR6401182",206
"SRR6401183",725
"SRR6401184",700
"SRR6401187",231
"SRR6401188",617
"SRR6401189",57
"SRR6401191",689
"SRR6401192",597
"SRR6401194",470
"SRR6401195",473
"SRR6401196",478
"SRR6401197",471
"SRR6401198",666
"SRR6401199",465
"SRR6401200",105
"SRR6401201",278
"SRR6401202",450
"SRR6401207",77
"SRR6401209",708
"SRR6401210",774
"SRR6401211",772
"SRR6401212",897
"SRR6401215",684
"SRR6401216",794
"SRR6401219",39
"SRR6401227",46
"SRR6401229",566
"SRR6401230",414
"SRR6401231",725
"SRR6401232",713
"SRR6401233",813
"SRR6401234",782
"SRR6401235",575
"SRR6401236",793
"SRR6401237",251
"SRR6401238",421
"SRR6401239",753
"SRR6401240",193
"SRR6401241",75
"SRR6401242",856
"SRR6401245",107
"SRR6401246",508
"SRR6401247",235
"SRR6401248",437
"SRR6401249",601
"SRR6401250",48
"SRR6401251",617
"SRR6401252",562
"SRR6401253",545
"SRR6401254",573
"SRR6401259",693
"SRR6401260",453
"SRR6401261",318
"SRR6401262",469
"SRR6401266",113
"SRR6401267",462
"SRR6401268",42
"SRR6401269",260
"SRR6401270",469
"SRR6401271",107
"SRR6401272",65
"SRR6401273",481
"SRR6401274",57
"SRR6401276",756
"SRR6401279",508
"SRR6401282",798
"SRR6401285",947
"SRR6401287",670
"SRR6401294",638
"SRR6401295",434
"SRR6401296",154
"SRR6401298",424
"SRR6401299",610
"SRR6401301",557
"SRR6401302",141
"SRR6401304",430
"SRR6401305",302
"SRR6401306",283
"SRR6401335",75
"SRR6401337",28
"SRR6401339",164
"SRR6401341",143
"SRR6401343",61
"SRR6401353",112
"SRR6401358",257
"SRR6401375",285
"SRR6401376",216
"SRR6401377",382
"SRR6401378",560
"SRR6401379",249
"SRR6401382",262
"SRR6401383",442
"SRR6401384",263
"SRR6401388",210
"SRR6401443",305
"SRR6401444",514
"SRR6401445",84
"SRR6401446",351
"SRR6401448",154
"SRR6401449",277
"SRR6401450",545
"SRR6401451",383
"SRR6401463",378
"SRR6401464",515
"SRR6401465",454
"SRR6401466",281
"SRR6401467",177
"SRR6401468",312
"SRR6401469",347
"SRR6401470",387
"SRR6401471",504
"SRR6401472",346
"SRR6401473",65
"SRR6401474",107
"SRR6401479",251
"SRR6401481",78
"SRR6401482",120
"SRR6401483",197
"SRR6401485",267
"SRR6401487",161
"SRR6401489",258
"SRR6401491",237
"SRR6401493",148
"SRR6401495",296
"SRR6401497",330
"SRR6401499",347
"SRR6401528",268
"SRR6401529",277
"SRR6401530",145
"SRR6401531",241
"SRR6401532",129
"SRR6401534",215
"SRR6401535",75
"SRR6401536",288
"SRR6401564",237
"SRR6401596",113
"SRR6401598",243
"SRR6401600",242
"SRR6401602",164
"SRR6401604",168
"SRR6401605",111
"SRR6401608",341
"SRR6401613",321
"SRR6401637",292
"SRR6401638",102
"SRR6401639",71
"SRR6401640",153
"SRR6401641",156
"SRR6401643",164
"SRR6401645",53
"SRR6401646",190
"SRR6401669",292
"SRR6401680",314
"SRR6401682",281
"SRR6401697",51
"SRR6401699",203
"SRR6401704",103
"SRR6401719",96
"SRR6401732",215
"SRR6401736",252
"SRR6401742",252
"SRR6401744",335
"SRR6401746",377
"SRR6401748",376
"SRR6401750",389
"SRR6401773",286
"SRR6401775",372
"SRR6401776",209
"SRR6401777",258
"SRR6401778",283
"SRR6401780",359
"SRR6401781",373
"SRR6401782",202
"SRR6401783",268
"SRR6401784",203
"SRR6401785",233
"SRR6401790",155
"SRR6401791",92
"SRR6471204",138
"SRR6471205",169
"SRR6471206",185
"SRR6471207",172
"SRR6471208",133
"SRR6471209",140
"SRR6471210",277
"SRR6471211",213
"SRR6471212",207
"SRR6471213",219
"SRR6471214",178
"SRR6471215",332
"SRR6471244",341
"SRR6471245",213
"SRR6471246",289
"SRR6471248",293
"SRR6471249",230
"SRR6471250",134
"SRR6471251",145
"SRR6471252",585
"SRR6471253",461
"SRR6471256",72
"SRR6471257",59
"SRR6471259",577
"SRR6471270",459
"SRR6471272",726
"SRR6471273",622
"SRR6471274",567
"SRR6471275",106
"SRR6471276",388
"SRR6471277",593
"SRR6471278",333
"SRR6471279",168
"SRR6471290",181
"SRR6471291",164
"SRR6471292",104
"SRR6471293",127
"SRR6471294",164
"SRR6471295",146
"SRR6471296",99
"SRR6471297",64
"SRR6471299",29
"SRR6471301",456
"SRR6471302",709
"SRR6471304",34
"SRR6471307",658
"SRR6471308",930
"SRR6471309",643
"SRR6471310",499
"SRR6471311",268
"SRR6471312",254
"SRR6471313",226
"SRR6471314",452
"SRR6471315",352
"SRR6471316",325
"SRR6471317",150
"SRR6471318",69
"SRR6471319",594
"SRR6471320",364
"SRR6471321",282
"SRR6471324",833
"SRR6471325",71
"SRR6471326",221
"SRR6471330",303
"SRR6471338",252
"SRR6471341",533
"SRR6471342",357
"SRR6471343",590
"SRR6471344",94
"SRR6471345",681
"SRR6471346",332
"SRR6471351",406
"SRR6471352",377
"SRR6471353",363
"SRR6471354",201
"SRR6471355",122
"SRR6471376",276
"SRR6471377",619
"SRR6471378",753
"SRR6471381",110
"SRR6471390",121
"SRR6471391",407
"SRR6471395",202
"SRR6471396",33
"SRR6471397",66
"SRR6471398",149
"SRR6471400",67
"SRR6471402",789
"SRR6471403",197
"SRR6471405",525
"SRR6471407",256
"SRR6471408",785
"SRR6471409",367
"SRR6471410",108
"SRR6471411",181
"SRR6471412",278
"SRR6471417",649
"SRR6471418",475
"SRR6471421",217
"SRR6471429",312
"SRR6471430",218
"SRR6471431",786
"SRR6471432",149
"SRR6471433",521
"SRR6471435",394
"SRR6471436",734
"SRR6471437",144
"SRR6471438",380
"SRR6471449",335
"SRR6471451",539
"SRR6471452",355
"SRR6471453",636
"SRR6471454",680
"SRR6471455",133
"SRR6471456",634
"SRR6471457",401
"SRR6471460",94
"SRR6471461",171
"SRR6471462",466
"SRR6471464",719
"SRR6471466",436
"SRR6471473",226
"SRR6471474",259
"SRR6471475",226
"SRR6471476",246
"SRR6471479",259
"SRR6471480",369
"SRR6471481",160
"SRR6471503",762
"SRR6471504",427
"SRR6471505",411
"SRR6471506",674
"SRR6471508",415
"SRR6471511",675
"SRR6471512",579
"SRR6471513",508
"SRR6471514",157
"SRR6471515",280
"SRR6471516",309
"SRR6471517",415
"SRR6471518",585
"SRR6471523",70
"SRR6471525",644
"SRR6471526",269
"SRR6471527",298
"SRR6471528",372
"SRR6471530",195
"SRR6471531",522
"SRR6471532",502
"SRR6471533",404
"SRR6471534",754
"SRR6471535",621
"SRR6471536",242
"SRR6471537",686
"SRR6471554",787
"SRR6471555",546
"SRR6471556",98
"SRR6471557",719
"SRR6471558",405
"SRR6471559",261
"SRR6471560",865
"SRR6471561",409
"SRR6471563",744
"SRR6471568",847
"SRR6471569",613
"SRR6471570",113
"SRR6471571",176
"SRR6471574",838
"SRR6471575",106
"SRR6471576",786
"SRR6471577",109
"SRR6471578",495
"SRR6471579",661
"SRR6471580",377
"SRR6656729",90
"SRR6656730",271
"SRR6656731",269
"SRR6656732",117
"SRR6656734",263
"SRR6656735",155
"SRR6656737",151
"SRR6656738",178
"SRR6656740",258
"SRR6656741",206
"SRR6656742",155
"SRR6656744",187
"SRR6656745",198
"SRR6656746",162
"SRR6656747",208
"SRR6656748",150
"SRR6656749",162
"SRR6656750",150
"SRR6656751",178
"SRR6656753",231
"SRR6656754",400
"SRR6656755",325
"SRR6656756",307
"SRR6656757",187
"SRR6656758",199
"SRR6656759",235
"SRR6656760",314
"SRR6656761",295
"SRR6656762",148
"SRR6656763",188
"SRR6656764",160
"SRR6656765",121
"SRR6656766",155
"SRR6656767",151
"SRR6656769",143
"SRR6656770",160
"SRR6656771",78
"SRR6656773",304
"SRR6656774",174
"SRR6656775",177
"SRR6656776",197
"SRR6656777",170
"SRR6656778",202
"SRR6656779",181
"SRR6656780",214
"SRR6656781",301
"SRR6656782",282
"SRR6656783",262
"SRR6656784",220
"SRR6656785",217
"SRR6656786",262
"SRR6656787",275
"SRR6656788",242
"SRR6656789",286
"SRR6656790",332
"SRR6656791",370
"SRR6656792",245
"SRR6656793",371
"SRR6656794",140
"SRR6656795",269
"SRR6656856",193
"SRR6656857",129
"SRR6656858",210
"SRR6656859",223
"SRR6656861",178
"SRR6656863",211
"SRR6656864",273
"SRR6656865",223
"SRR6656866",257
"SRR6656867",308
"SRR6656868",222
"SRR6656869",361
"SRR6656870",331
"SRR6656871",311
"SRR6656872",383
"SRR6656874",179
"SRR6656876",150
"SRR6656877",171
"SRR6656878",179
"SRR6656879",156
"SRR6656880",146
"SRR6656881",164
"SRR6656882",149
"SRR6656883",162
"SRR6656884",299
"SRR6656885",185
"SRR6656886",187
"SRR6656887",99
"SRR6656888",270
"SRR6656889",254
"SRR6656890",263
"SRR6656892",207
"SRR6656893",218
"SRR6656894",265
"SRR6656895",216
"SRR6656896",189
"SRR6656897",236
"SRR6656898",235
"SRR6656899",198
"SRR6656900",176
"SRR6656901",204
"SRR6656902",194
"SRR6656903",189
"SRR6656904",170
"SRR6656905",194
"SRR6656906",168
"SRR6656907",165
"SRR6656908",160
"SRR6656909",197
"SRR6656910",197
"SRR6656911",275
"SRR6656912",277
"SRR7033298",651
"SRR7033300",642
"SRR7033302",706
"SRR7033312",402
"SRR7033320",709
"SRR7033321",645
"SRR7033323",192
"SRR7033325",528
"SRR7033327",494
"SRR7033329",392
"SRR7033342",132
"SRR7033356",389
"SRR7033358",316
"SRR7033360",219
"SRR7033362",803
"SRR7033364",153
"SRR7033366",495
"SRR7033370",72
"SRR7033372",60
"SRR7033397",101
"SRR7033399",351
"SRR7033401",659
"SRR7033403",500
"SRR7033407",475
"SRR7033446",359
"SRR7033448",344
"SRR7033450",478
"SRR7033452",546
"SRR7033454",167
"SRR7033458",142
"SRR7033460",720
"SRR7033462",516
"SRR7033464",371
"SRR7033466",669
"SRR7033470",94
"SRR7033477",807
"SRR7033479",112
"SRR7033481",181
"SRR7033509",374
"SRR7033512",314
"SRR7033514",216
"SRR7033516",771
"SRR7033518",107
"SRR7033520",587
"SRR7033522",458
"SRR7033523",577
"SRR7033525",509
"SRR7033527",155
"SRR7033542",664
"SRR7033559",852
"SRR7033561",613
"SRR7033576",349
"SRR7033578",581
"SRR7033582",529
"SRR7033584",253
"SRR7033586",768
"SRR7033588",552
"SRR7033590",97
"SRR7033592",704
"SRR7033594",253
"SRR7033600",639
"SRR7033604",114
"SRR7033605",524
"SRR7033609",255
"SRR7033611",790
"SRR7033613",186
"SRR7033638",429
"SRR7033646",95
"SRR7033647",107
"SRR7033649",190
"SRR7033651",288
"SRR7033653",367
"SRR7033656",354
"SRR7033658",288
"SRR7033664",600
"SRR7033666",418
"SRR7033668",602
"SRR7033670",463
"SRR7033672",215
"SRR7033673",419
"SRR7033687",413
"SRR7033689",395
"SRR7033691",755
"SRR7033693",865
"SRR7033698",462
"SRR7033700",727
"SRR7033704",34
"SRR7033716",845
"SRR7033718",68
"SRR7033720",322
"SRR7033722",148
"SRR7033724",66
"SRR7033729",698
"SRR7033731",779
"SRR7033733",365
"SRR7033735",254
